Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
30,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Unemployed,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,26,92,Important,73,47,50,17,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.187,40.673,54.363,9,Very uncomfortable,Very uncomfortable,Uncomfortable,Somewhat unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,51,50,57,75,NA,NA,NA,NA,019dfb53-21be-79ed-a658-91730d95cbfc,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1
72,"Some college, but no degree",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Retired,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,10,70,Very important,75,35,50,25,64,Yes,No,NA,NA,NA,NA,0,0,60.767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,75,35,50,25,NA,NA,NA,NA,NA,NA,NA,NA,019dfb54-889d-7a7d-84fe-77831cb5bc78,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0
34,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Full-time,Republican,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,100,54,Somewhat important,53,56,68,57,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.506,60.137,62.371,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,62,62,59,73,NA,NA,NA,NA,NA,NA,NA,NA,019dfb54-e26b-7aed-9822-676376116601,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,0
53,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",Black or African American,Unemployed,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,50,90,Important,50,20,85,89,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.277,74.083,76.996,5,Comfortable,Comfortable,Comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,90,10,90,89,NA,NA,NA,NA,NA,NA,NA,NA,019dfb55-7aa4-74a5-8f04-2fdc157c290b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0
24,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",Black or African American,Full-time,Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,79,65,Important,72,98,71,68,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Somewhat comfortable,Likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,83,75,77,80,NA,NA,NA,NA,019dfb56-6b30-7c42-bb26-57ffa333b70c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,1
35,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",Filipino,Full-time,Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,84,55,Important,64,17,62,75,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.268,51.147,54.116,5,Very comfortable,Comfortable,Comfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,58,21,70,82,NA,NA,NA,NA,019dfb56-71eb-7f5c-a750-1761f404ef7c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,1
37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,In a relationship,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Man,United States,"$150,000-$174,999",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,8,92,Unimportant,50,5,50,50,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.396,14.396,15.726,1,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Uncomfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,52,46,53,50,019dfb56-c5c5-7fe6-bff9-eaf51e80acd0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,media,2
20,"Some college, but no degree",Male,Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",Chinese,Student,Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,26,16,Very important,50,42,34,23,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.241,29.919,31.105,2,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,50,42,34,26,NA,NA,NA,NA,NA,NA,NA,NA,019dfb56-edd8-76c6-bb4c-3158ca003c0d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0
24,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",Black or African American,Full-time,Republican,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,98,62,Somewhat important,76,93,92,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Very Comfortable,Somewhat comfortable,Very likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,58,74,76,82,019dfb59-5a6a-73e6-a8bf-ecb7092f43c7,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,investigate,3
74,"Some college, but no degree",Male,Retired,NA,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Retired,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,87,7,Very important,81,81,95,86,64,Unsure,No,0,0,10.832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,58,54,62,82,019dfb59-cd73-7553-aa97-cb96d1d9049c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2
24,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Vietnamese,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,25,60,Important,65,20,55,35,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536,102.996,105.829,9,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,55,10,60,65,NA,NA,NA,NA,NA,NA,NA,NA,019dfb5a-1ba0-772f-a165-5469c2e48014,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0
40,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Full-time,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,15,30,Important,50,10,50,70,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.401,0,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,50,10,60,70,NA,NA,NA,NA,NA,NA,NA,NA,019dfb5a-9703-7123-a748-2e325be552f9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0
27,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,91,39,Important,89,75,87,66,64,No,No,NA,NA,NA,NA,1.653,8.602,9.37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Very Comfortable,Comfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,85,78,74,76,NA,NA,NA,NA,NA,NA,NA,NA,019dfb5c-4847-7a3e-9e1c-c0b4ece3e2da,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,0
33,High school graduate - high school diploma or the equivalent (for example: GED),Female,Finance,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"Less than $10,000",Black or African American,Unemployed,No preference,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Somewhat important,63,19,50,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.238,48.562,57.316,14,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,32,52,64,NA,NA,NA,NA,019dfb5e-d932-7338-8809-9c6226a9a370,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1
61,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,9,80,Very important,51,50,60,60,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782,0.782,16.968,1,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,51,50,60,70,NA,NA,NA,NA,019dfb5f-cbb3-746b-aea5-876387a61899,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,1
32,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",Chinese,Full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Retired,Independent,NA,NA,Closer to Democratic Party,Directing law enforcement to investigate politicians of the opposing party,0,60,Very important,70,56,33,52,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.081,47.736,171.502,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Somewhat comfortable,Comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,55,66,52,NA,NA,NA,NA,019dfb61-377c-7dc5-9d17-3f8a001e8228,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,1
53,"Associate degree (for example: AA, AS)",Female,Hospitality & Tourism,Married,Independent,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$80,000-$89,999",White,Full-time,Independent,NA,NA,Closer to Republican Party,Manipulating geographic boundaries of election districts,95,91,Very important,65,35,70,25,64,Yes,No,NA,NA,NA,NA,0,0,44.145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,75,35,70,65,NA,NA,NA,NA,019dfb62-5c5e-780a-93f9-905099dd882f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,1
45,"Associate degree (for example: AA, AS)",Male,I’d Rather Not Say,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,Prefer not to say,Asian Indian,Unemployed,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,0,0,Unimportant,50,70,35,50,64,Yes,Yes,NA,NA,NA,NA,3.279,22.382,31.459,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,54,50,50,92,019dfb62-b243-7dbe-9fc7-78efd8759879,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3
46,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",Black or African American,Part-time,Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,59,46,Somewhat important,55,25,49,48,64,Unsure,No,NA,NA,NA,NA,0,0,42.894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,51,33,49,51,NA,NA,NA,NA,NA,NA,NA,NA,019dfb62-ff83-7c23-9f8e-4c1d6a667fdb,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,0
36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Manufacturing,I’d Rather Not Say,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,34,Very important,100,0,0,100,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.972,0,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,0,0,100,NA,NA,NA,NA,019dfb64-228b-781b-8669-ce38c5f6eefe,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1
41,"Some college, but no degree",Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Business Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Full-time,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,75,95,Important,89,89,93,96,83,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.841,5.841,26.657,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,54,49,60,91,NA,NA,NA,NA,019dfb64-3779-71df-9e7e-86a3bfbf2105,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,1
55,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,85,85,Very important,91,71,50,62,64,Yes,No,NA,NA,NA,NA,0,0,16.899,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,71,50,50,70,019dfb64-3f7f-7105-9c2f-33c43152414a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3
54,"Bachelor's degree (for example: BA, AB, BS)",Male,Architecture and Construction,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Business Owner,No preference,NA,NA,Neither,Prosecuting journalists for unfair news coverage,10,20,Very important,10,40,55,10,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Very unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,35,45,55,25,NA,NA,NA,NA,019dfb64-5ada-7cd2-978b-1ac9dce09af2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,media,1
32,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time,Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,59,34,Very important,60,33,60,26,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.569,32.588,40.901,5,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,42,33,62,70,019dfb64-85e9-70e1-9112-4d8b4bb12fab,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,2
